18.51425632417832,73.84721900949019,0
18.522559499087556,73.86472641709597,0
18.528610110322102,73.85505043490208,1
18.518510145822546,73.85070040391578,0
18.515152665292565,73.84917660297806,0
18.5274169548713,73.85165935352454,1
18.529030621163233,73.84681374736981,1
18.522343850426545,73.85709697781654,0
18.512957767622986,73.85585792098128,0
18.51106793820343,73.86626378466006,0
18.51835302206271,73.86205795262681,0
18.524391752282476,73.85404465557357,0
18.526915496215015,73.86044684997121,1
18.512965485637395,73.86225514038848,0
18.530069176210656,73.85451981560207,1
18.52886006282355,73.85393235770607,1
18.515819656617435,73.86417821440455,0
18.52088275579126,73.85446241223164,0
18.51889970971826,73.86089103418453,0
18.514680794120775,73.85641018859728,0
18.523260305395187,73.84783387350463,0
18.529299616535468,73.84997645528297,1
18.511942576338207,73.8628692146631,0
18.529825709573988,73.85536806594136,1
18.52425571511092,73.86091212528723,0
18.51483731551307,73.86149750962211,0
18.51456172539974,73.8587628437001,0
18.53034286675272,73.8590101043587,1
18.523133908050585,73.85371285990655,0
18.524877221989104,73.85564133911855,0
18.529174245089337,73.85548067884433,1
18.516957186143753,73.85203724829354,0
18.527800851286734,73.8525494411166,1
18.5287728057312,73.8590097625468,1
18.52902724175197,73.85959518349814,1
18.529503708063274,73.85768421795457,1
18.521640768412706,73.85097418455273,0
18.51120890124921,73.86329063793244,0
18.51364708296968,73.85631082270342,0
18.528183914840774,73.86633724378254,1
18.528507198600472,73.85619793213542,1
